Name,Age,Price,Goods,Quantity,Rating,Discount,Category,Purchase Date
Hannah,29.0,374.47752025783194,Camera,11,1.3,9.95,Accessories,2023-03-04 09:00:00
Charlie,22.0,204.99482541258766,Phone,4,2.3,40.4,Electronics,2023-03-04 10:00:00
George,20.0,340.7835615802349,Smartwatch,11,,15.02,Electronics,2023-03-04 11:00:00
Charlie,28.0,383.1785394131738,Smartwatch,9,3.0,28.86,Accessories,2023-03-04 12:00:00
Fiona,47.0,496.00367606251484,Laptop,6,2.0,31.79,Electronics,2023-03-04 13:00:00
Fiona,21.0,175.97134772148007,Smartwatch,17,4.6,36.56,Accessories,2023-03-04 14:00:00
Charlie,22.0,208.46518638443268,Tablet,9,,3.25,Electronics,2023-03-04 15:00:00
George,,86.9819294080348,Smartwatch,6,4.4,42.71,Electronics,2023-03-04 16:00:00
Charlie,44.0,106.01616390889441,Tablet,6,2.8,5.69,Gadgets,2023-03-04 17:00:00
Hannah,45.0,348.23052628619695,Phone,4,3.9,4.73,Electronics,2023-03-04 18:00:00
Bob,46.0,458.93756712646564,Tablet,11,1.4,22.84,Gadgets,2023-03-04 19:00:00
Hannah,35.0,200.32945107231407,Phone,3,3.2,18.61,Electronics,2023-03-04 20:00:00
David,,,Phone,18,4.8,2.73,Gadgets,2023-03-04 21:00:00
George,30.0,,Phone,16,3.7,8.3,Electronics,2023-03-04 22:00:00
George,58.0,230.25059388002862,Tablet,16,4.3,21.96,Electronics,2023-03-04 23:00:00
Emma,19.0,148.87191303585735,Phone,12,2.0,41.45,Gadgets,2023-03-05 00:00:00
Alice,54.0,120.6216461453238,Tablet,14,4.2,6.07,Gadgets,2023-03-05 01:00:00
David,62.0,369.3123219347544,Camera,9,2.4,5.23,Accessories,2023-03-05 02:00:00
Fiona,33.0,8.88323601410848,Phone,7,2.9,,Accessories,2023-03-05 03:00:00
George,65.0,271.91911103155917,Tablet,14,1.8,24.62,Gadgets,2023-03-05 04:00:00
Charlie,41.0,397.9145694797282,Tablet,10,2.9,18.01,Electronics,2023-03-05 05:00:00
David,52.0,136.78300172714677,Tablet,11,3.1,23.07,Accessories,2023-03-05 06:00:00
Emma,,303.6292977529486,Laptop,7,,20.54,Accessories,2023-03-05 07:00:00
Fiona,53.0,336.1055522812158,Laptop,19,4.5,39.09,Accessories,2023-03-05 08:00:00
Alice,28.0,329.2372247205195,Phone,19,2.2,0.47,Accessories,2023-03-05 09:00:00
Alice,63.0,225.69556892836528,Smartwatch,11,4.9,21.66,Accessories,2023-03-05 10:00:00
Emma,46.0,176.5561039985107,Camera,6,,7.94,Gadgets,2023-03-05 11:00:00
Emma,52.0,418.78241614876765,Smartwatch,8,2.6,15.41,Accessories,2023-03-05 12:00:00
Charlie,65.0,380.4307487149328,Phone,1,1.9,5.61,Gadgets,2023-03-05 13:00:00
George,32.0,164.0213108398867,Headphones,8,1.3,21.35,Gadgets,2023-03-05 14:00:00
Alice,48.0,55.994501248892014,Headphones,5,1.9,32.16,Electronics,2023-03-05 15:00:00
Fiona,59.0,40.54473499550725,Camera,10,4.5,33.08,Accessories,2023-03-05 16:00:00
David,58.0,51.66660905997335,Camera,2,2.2,39.84,Accessories,2023-03-05 17:00:00
Fiona,60.0,293.52033379006116,Camera,4,1.6,40.75,Electronics,2023-03-05 18:00:00
Bob,33.0,,Laptop,2,1.1,29.89,Accessories,2023-03-05 19:00:00
Bob,27.0,171.778803107199,Laptop,15,2.2,17.66,Accessories,2023-03-05 20:00:00
Emma,66.0,377.8338524475435,Headphones,10,1.9,2.57,Gadgets,2023-03-05 21:00:00
Charlie,49.0,150.70234242511216,Camera,2,1.4,1.79,Gadgets,2023-03-05 22:00:00
Bob,68.0,382.83749820416426,Tablet,6,4.8,5.66,Electronics,2023-03-05 23:00:00
Alice,19.0,374.00618391249236,Smartwatch,14,2.1,49.19,Gadgets,2023-03-06 00:00:00
Fiona,41.0,126.68443065344208,Headphones,5,1.0,39.3,Accessories,2023-03-06 01:00:00
Fiona,40.0,365.766979145909,Camera,2,,20.24,Accessories,2023-03-06 02:00:00
Emma,19.0,375.14943594468986,Tablet,14,3.3,23.31,Electronics,2023-03-06 03:00:00
George,55.0,201.7396932051783,Camera,13,1.3,36.87,Accessories,2023-03-06 04:00:00
George,48.0,109.15813945205153,Phone,2,1.1,25.72,Electronics,2023-03-06 05:00:00
David,68.0,263.0290494114752,Tablet,9,,18.02,Accessories,2023-03-06 06:00:00
Emma,57.0,461.0918060600972,Smartwatch,3,3.4,17.48,Electronics,2023-03-06 07:00:00
Hannah,43.0,321.61028255387066,Phone,15,1.2,10.48,Accessories,2023-03-06 08:00:00
David,46.0,90.59663632549429,Laptop,3,3.3,44.28,Accessories,2023-03-06 09:00:00
Hannah,20.0,342.96467774309235,Headphones,12,3.6,20.71,Accessories,2023-03-06 10:00:00
George,31.0,216.4654985045081,Camera,6,1.6,37.62,Accessories,2023-03-06 11:00:00
Emma,42.0,297.80675469090966,Headphones,19,,28.69,Accessories,2023-03-06 12:00:00
Hannah,65.0,368.3616973364384,Smartwatch,17,4.9,37.7,Electronics,2023-03-06 13:00:00
Emma,18.0,259.8989389996502,Camera,6,4.3,16.05,Electronics,2023-03-06 14:00:00
Emma,20.0,407.9220674137878,Phone,19,3.9,37.6,Gadgets,2023-03-06 15:00:00
George,43.0,362.46701176173076,Tablet,17,3.1,39.5,Electronics,2023-03-06 16:00:00
David,35.0,309.46130330916276,Tablet,16,2.6,5.21,Accessories,2023-03-06 17:00:00
David,26.0,79.64244383701399,Camera,8,,4.57,Electronics,2023-03-06 18:00:00
Emma,55.0,418.7948099012263,Phone,19,4.1,49.27,Accessories,2023-03-06 19:00:00
Bob,40.0,468.27326473330896,Camera,8,3.2,5.9,Accessories,2023-03-06 20:00:00
Charlie,38.0,72.79773628560093,Camera,15,4.1,34.24,Gadgets,2023-03-06 21:00:00
George,18.0,246.67935906954813,Camera,8,4.9,37.39,Electronics,2023-03-06 22:00:00
Charlie,38.0,133.14992727539973,Tablet,3,3.6,3.18,Electronics,2023-03-06 23:00:00
Charlie,44.0,378.48903717565446,Smartwatch,16,3.4,37.33,Accessories,2023-03-07 00:00:00
David,59.0,362.2066698223265,Camera,3,2.6,20.98,Electronics,2023-03-07 01:00:00
David,23.0,74.73813468234736,Tablet,1,1.8,13.73,Electronics,2023-03-07 02:00:00
Bob,61.0,439.1284992745104,Laptop,8,2.5,33.27,Electronics,2023-03-07 03:00:00
Charlie,53.0,94.58166666911113,Phone,9,3.1,41.66,Accessories,2023-03-07 04:00:00
Charlie,45.0,399.6432176958132,Laptop,12,1.1,28.64,Electronics,2023-03-07 05:00:00
Emma,62.0,231.2052780158624,Camera,18,2.9,,Accessories,2023-03-07 06:00:00
David,34.0,167.49478531128486,Tablet,17,4.4,,Accessories,2023-03-07 07:00:00
Charlie,57.0,83.3284350237357,Phone,8,4.9,36.93,Electronics,2023-03-07 08:00:00
Fiona,,87.96905679258155,Headphones,11,4.4,8.47,Gadgets,2023-03-07 09:00:00
Bob,20.0,332.63582457694565,Phone,7,1.7,14.3,Accessories,2023-03-07 10:00:00
Hannah,29.0,277.46304203382465,Phone,14,1.6,28.61,Electronics,2023-03-07 11:00:00
Fiona,56.0,65.43228371736019,Camera,10,2.6,13.72,Gadgets,2023-03-07 12:00:00
Fiona,29.0,60.78544091697097,Laptop,15,1.9,8.41,Accessories,2023-03-07 13:00:00
Hannah,19.0,40.79373451253177,Laptop,12,3.7,44.27,Gadgets,2023-03-07 14:00:00
George,63.0,373.1648369499043,Headphones,17,1.3,45.34,Electronics,2023-03-07 15:00:00
George,39.0,357.38163218849814,Camera,8,2.8,1.82,Gadgets,2023-03-07 16:00:00
Bob,40.0,33.9233404730147,Phone,14,2.1,25.01,Gadgets,2023-03-07 17:00:00
Fiona,47.0,282.33368742050163,Smartwatch,15,3.4,10.18,Accessories,2023-03-07 18:00:00
Charlie,22.0,46.9146968451315,Laptop,11,4.2,43.17,Accessories,2023-03-07 19:00:00
David,26.0,452.35415645142615,Laptop,12,4.7,23.13,Electronics,2023-03-07 20:00:00
Bob,38.0,454.02312249416553,Tablet,16,4.9,23.92,Accessories,2023-03-07 21:00:00
Emma,28.0,350.6253299574994,Phone,18,2.4,31.37,Gadgets,2023-03-07 22:00:00
Hannah,22.0,463.4635161125277,Camera,10,,2.78,Gadgets,2023-03-07 23:00:00
Fiona,52.0,406.6692500547768,Laptop,19,3.4,6.36,Electronics,2023-03-08 00:00:00
Bob,,415.12659508388947,Camera,18,3.8,24.92,Accessories,2023-03-08 01:00:00
Alice,66.0,287.005386032117,Phone,1,4.4,48.34,Accessories,2023-03-08 02:00:00
Alice,19.0,156.49930311700706,Phone,4,1.5,42.18,Electronics,2023-03-08 03:00:00
George,41.0,112.81056198262868,Laptop,7,4.8,44.47,Accessories,2023-03-08 04:00:00
Hannah,48.0,166.96401090926994,Headphones,1,3.2,,Gadgets,2023-03-08 05:00:00
David,50.0,316.10523789408575,Camera,8,2.3,47.93,Electronics,2023-03-08 06:00:00
Charlie,56.0,90.46498523703747,Camera,17,2.4,36.5,Accessories,2023-03-08 07:00:00
David,47.0,133.0269171354742,Tablet,8,4.0,16.28,Gadgets,2023-03-08 08:00:00
David,63.0,236.6901270837549,Phone,5,3.7,43.22,Electronics,2023-03-08 09:00:00
David,54.0,120.3597987696847,Phone,1,3.9,37.37,Gadgets,2023-03-08 10:00:00
Hannah,68.0,296.3786165094505,Laptop,15,2.0,36.83,Gadgets,2023-03-08 11:00:00
David,45.0,461.9721340858833,Laptop,4,1.7,36.73,Accessories,2023-03-08 12:00:00
Emma,48.0,375.3042360230476,Laptop,7,3.9,40.04,Gadgets,2023-03-08 13:00:00
Hannah,28.0,334.8811740037119,Tablet,14,2.2,47.43,Accessories,2023-03-08 14:00:00
Emma,40.0,293.44713061197046,Headphones,12,1.9,6.84,Gadgets,2023-03-08 15:00:00
Hannah,19.0,,Laptop,3,1.9,49.98,Accessories,2023-03-08 16:00:00
George,57.0,97.34911051915655,Laptop,18,1.6,43.62,Accessories,2023-03-08 17:00:00
Bob,58.0,447.88167543629845,Smartwatch,8,,22.08,Electronics,2023-03-08 18:00:00
Alice,44.0,128.02532099635397,Laptop,2,2.0,7.87,Accessories,2023-03-08 19:00:00
David,52.0,50.19789440118957,Tablet,6,4.6,22.69,Gadgets,2023-03-08 20:00:00
George,19.0,376.2575137182041,Camera,7,3.8,38.93,Electronics,2023-03-08 21:00:00
Bob,56.0,91.92968949392737,Headphones,7,4.0,30.12,Electronics,2023-03-08 22:00:00
Alice,54.0,189.08851977288214,Camera,13,2.6,13.98,Gadgets,2023-03-08 23:00:00
Fiona,38.0,19.001039504034964,Smartwatch,1,3.4,20.34,Gadgets,2023-03-09 00:00:00
Charlie,22.0,72.8486315575218,Phone,8,3.0,47.71,Electronics,2023-03-09 01:00:00
Emma,69.0,90.73579722615648,Phone,13,1.7,40.19,Electronics,2023-03-09 02:00:00
Fiona,62.0,31.933013236338084,Laptop,19,1.2,6.2,Accessories,2023-03-09 03:00:00
Hannah,38.0,330.04519352830835,Smartwatch,17,3.7,27.27,Electronics,2023-03-09 04:00:00
Alice,46.0,419.31885892254303,Camera,13,1.5,46.55,Gadgets,2023-03-09 05:00:00
Fiona,37.0,189.7911261511408,Tablet,16,1.2,1.72,Electronics,2023-03-09 06:00:00
Charlie,,437.9153559755093,Headphones,15,2.8,2.13,Gadgets,2023-03-09 07:00:00
George,37.0,110.60655440726262,Camera,11,4.0,35.84,Gadgets,2023-03-09 08:00:00
Alice,67.0,166.06825966281355,Smartwatch,12,4.1,28.78,Accessories,2023-03-09 09:00:00
Fiona,42.0,79.61481155042836,Smartwatch,3,,2.3,Accessories,2023-03-09 10:00:00
Emma,19.0,312.17680173240433,Camera,9,1.8,49.8,Accessories,2023-03-09 11:00:00
Emma,49.0,212.8354474808019,Headphones,14,4.9,29.0,Gadgets,2023-03-09 12:00:00
Bob,43.0,308.57525668673986,Camera,7,4.1,24.6,Gadgets,2023-03-09 13:00:00
Fiona,23.0,382.0290781701209,Camera,11,1.6,22.38,Gadgets,2023-03-09 14:00:00
David,58.0,275.1229929363095,Headphones,10,4.4,35.03,Accessories,2023-03-09 15:00:00
Fiona,20.0,315.67702567638497,Tablet,3,3.0,22.92,Electronics,2023-03-09 16:00:00
George,50.0,467.9489056251948,Smartwatch,19,1.3,32.95,Electronics,2023-03-09 17:00:00
Alice,18.0,153.03683325637735,Headphones,2,1.5,24.42,Accessories,2023-03-09 18:00:00
Alice,68.0,182.7861496238068,Laptop,17,2.7,30.54,Accessories,2023-03-09 19:00:00
George,22.0,360.26316404612174,Laptop,2,3.1,40.26,Gadgets,2023-03-09 20:00:00
Fiona,30.0,307.5962309424164,Laptop,16,4.8,40.86,Gadgets,2023-03-09 21:00:00
George,36.0,93.37378774715884,Laptop,17,1.9,42.45,Gadgets,2023-03-09 22:00:00
Charlie,29.0,191.19291845519263,Phone,10,2.9,10.15,Electronics,2023-03-09 23:00:00
Hannah,65.0,236.5798164967339,Tablet,4,1.9,3.06,Electronics,2023-03-10 00:00:00
George,42.0,212.59796979435274,Phone,11,3.2,41.81,Accessories,2023-03-10 01:00:00
Emma,68.0,93.2460301194102,Camera,17,4.6,2.11,Accessories,2023-03-10 02:00:00
George,52.0,462.59289543320983,Camera,12,3.3,10.67,Gadgets,2023-03-10 03:00:00
Alice,29.0,382.34778703851805,Headphones,10,3.0,26.31,Electronics,2023-03-10 04:00:00
Emma,,243.27113689338688,Laptop,16,4.0,42.77,Electronics,2023-03-10 05:00:00
Alice,22.0,341.6302090118841,Headphones,4,1.6,44.84,Accessories,2023-03-10 06:00:00
Bob,51.0,449.1549227070833,Camera,3,4.6,31.4,Electronics,2023-03-10 07:00:00
David,39.0,72.40620046897776,Laptop,9,3.3,48.34,Gadgets,2023-03-10 08:00:00
Alice,56.0,128.93466009995396,Smartwatch,6,3.7,36.5,Electronics,2023-03-10 09:00:00
Emma,30.0,273.6371173920393,Tablet,12,4.3,26.39,Gadgets,2023-03-10 10:00:00
Bob,64.0,400.51013381941755,Camera,1,3.5,6.72,Gadgets,2023-03-10 11:00:00
Alice,20.0,22.946173243556053,Smartwatch,14,3.6,,Gadgets,2023-03-10 12:00:00
Charlie,37.0,492.08898434719845,Headphones,10,3.9,41.12,Gadgets,2023-03-10 13:00:00
George,48.0,230.17876842678658,Smartwatch,18,1.2,14.18,Electronics,2023-03-10 14:00:00
David,22.0,182.8194146077529,Headphones,13,2.5,28.91,Electronics,2023-03-10 15:00:00
Alice,41.0,149.89859673068707,Camera,9,4.9,49.17,Gadgets,2023-03-10 16:00:00
Bob,57.0,,Phone,19,2.0,8.72,Accessories,2023-03-10 17:00:00
Charlie,50.0,396.8290849203638,Tablet,4,3.2,5.07,Accessories,2023-03-10 18:00:00
Fiona,25.0,477.9300115493178,Smartwatch,3,1.7,39.78,Gadgets,2023-03-10 19:00:00
Bob,41.0,209.7541536484721,Smartwatch,6,2.3,1.25,Gadgets,2023-03-10 20:00:00
George,67.0,476.4482439029608,Camera,9,3.9,32.16,Accessories,2023-03-10 21:00:00
Bob,37.0,412.7798196403419,Camera,10,3.6,16.79,Electronics,2023-03-10 22:00:00
Charlie,33.0,243.12030810077755,Headphones,9,2.7,36.19,Electronics,2023-03-10 23:00:00
Bob,67.0,338.6429586674357,Laptop,17,,6.01,Accessories,2023-03-11 00:00:00
Charlie,69.0,220.31716868937917,Laptop,10,4.1,16.5,Gadgets,2023-03-11 01:00:00
Alice,29.0,281.56808706521343,Laptop,6,2.1,0.85,Gadgets,2023-03-11 02:00:00
Hannah,30.0,33.73293682415939,Headphones,16,2.9,11.75,Electronics,2023-03-11 03:00:00
Charlie,62.0,349.65042027376387,Laptop,17,4.5,24.16,Electronics,2023-03-11 04:00:00
Charlie,59.0,31.14819901964767,Camera,11,1.1,8.88,Gadgets,2023-03-11 05:00:00
David,56.0,409.4570487252265,Phone,7,3.3,29.98,Electronics,2023-03-11 06:00:00
Charlie,42.0,413.348730082976,Phone,4,1.9,5.91,Accessories,2023-03-11 07:00:00
Charlie,63.0,122.35325734032622,Phone,10,1.3,37.26,Accessories,2023-03-11 08:00:00
Fiona,49.0,165.21307661272112,Laptop,14,4.7,46.08,Electronics,2023-03-11 09:00:00
Hannah,41.0,243.24863738635517,Phone,17,4.3,19.3,Gadgets,2023-03-11 10:00:00
Alice,65.0,300.3481389315783,Smartwatch,14,1.7,26.41,Accessories,2023-03-11 11:00:00
George,64.0,,Laptop,13,4.3,24.43,Electronics,2023-03-11 12:00:00
David,61.0,298.2807702928029,Smartwatch,2,1.6,39.27,Electronics,2023-03-11 13:00:00
Fiona,26.0,152.40460124850293,Camera,9,2.9,49.71,Gadgets,2023-03-11 14:00:00
Emma,57.0,32.46790693017503,Smartwatch,3,3.9,36.78,Electronics,2023-03-11 15:00:00
Hannah,67.0,6.25113716679493,Camera,4,3.1,10.73,Accessories,2023-03-11 16:00:00
Alice,40.0,55.06977366962216,Headphones,12,4.4,34.8,Electronics,2023-03-11 17:00:00
Alice,67.0,397.164096581189,Headphones,15,3.5,30.79,Gadgets,2023-03-11 18:00:00
Emma,30.0,480.9084996297519,Smartwatch,8,2.7,,Electronics,2023-03-11 19:00:00
George,49.0,216.34826864420353,Tablet,18,4.7,12.05,Accessories,2023-03-11 20:00:00
Charlie,67.0,258.77855695772166,Camera,5,1.1,32.64,Accessories,2023-03-11 21:00:00
Fiona,32.0,,Laptop,2,3.0,40.39,Electronics,2023-03-11 22:00:00
Bob,53.0,,Tablet,9,3.6,38.12,Gadgets,2023-03-11 23:00:00
David,66.0,76.60417649345354,Camera,14,4.3,30.32,Accessories,2023-03-12 00:00:00
Bob,22.0,307.5510939434209,Laptop,1,3.2,,Gadgets,2023-03-12 01:00:00
Emma,39.0,466.96304045252265,Camera,4,,36.55,Gadgets,2023-03-12 02:00:00
Alice,33.0,101.8707769550046,Camera,17,2.7,27.1,Accessories,2023-03-12 03:00:00
George,58.0,383.4590404382655,Laptop,10,2.3,40.81,Electronics,2023-03-12 04:00:00
Alice,,16.6336992950704,Camera,2,4.9,14.52,Gadgets,2023-03-12 05:00:00
David,41.0,190.87113445420238,Camera,6,3.7,13.17,Electronics,2023-03-12 06:00:00
Alice,35.0,59.820511376101976,Camera,19,2.7,48.57,Gadgets,2023-03-12 07:00:00
Alice,66.0,179.47534358987122,Headphones,9,4.5,47.49,Accessories,2023-03-12 08:00:00
David,35.0,90.90077522124734,Phone,19,3.7,44.03,Gadgets,2023-03-12 09:00:00
Fiona,24.0,189.78597011082928,Camera,19,3.6,10.72,Electronics,2023-03-12 10:00:00
Fiona,21.0,211.67378902322753,Laptop,9,3.9,29.38,Electronics,2023-03-12 11:00:00
David,43.0,153.7926057765546,Smartwatch,3,4.0,26.75,Gadgets,2023-03-12 12:00:00
George,22.0,330.0278649891989,Camera,6,3.0,10.16,Gadgets,2023-03-12 13:00:00
Emma,,459.8317653731603,Headphones,6,2.7,22.39,Gadgets,2023-03-12 14:00:00
Hannah,52.0,203.2947101821098,Headphones,17,4.6,23.26,Accessories,2023-03-12 15:00:00
Alice,43.0,100.2098624551356,Smartwatch,13,3.0,12.03,Electronics,2023-03-12 16:00:00
George,35.0,139.00776530701177,Camera,13,1.9,47.74,Gadgets,2023-03-12 17:00:00
Alice,46.0,427.73040763070264,Tablet,7,3.1,24.64,Electronics,2023-03-12 18:00:00
Hannah,40.0,287.9616630187232,Smartwatch,9,1.1,,Electronics,2023-03-12 19:00:00
Emma,31.0,,Phone,18,,29.93,Electronics,2023-03-12 20:00:00
Fiona,32.0,79.07017714691872,Laptop,1,1.5,44.35,Electronics,2023-03-12 21:00:00
George,66.0,227.61501762027206,Laptop,13,,26.67,Gadgets,2023-03-12 22:00:00
Charlie,50.0,,Laptop,8,4.8,27.05,Electronics,2023-03-12 23:00:00
Charlie,42.0,471.8657482874079,Laptop,9,4.1,12.01,Electronics,2023-03-13 00:00:00
Hannah,38.0,442.61470416078697,Headphones,1,2.7,30.14,Accessories,2023-03-13 01:00:00
Charlie,34.0,46.53175820495802,Phone,9,2.0,19.06,Gadgets,2023-03-13 02:00:00
Fiona,40.0,260.7434771843152,Camera,11,4.4,32.34,Electronics,2023-03-13 03:00:00
Hannah,60.0,116.40388102976267,Camera,4,4.9,15.04,Electronics,2023-03-13 04:00:00
Fiona,34.0,208.33465931452383,Tablet,16,3.0,35.79,Gadgets,2023-03-13 05:00:00
Emma,31.0,439.03975913447096,Camera,14,3.3,30.95,Gadgets,2023-03-13 06:00:00
Alice,46.0,266.1196873448297,Phone,18,2.0,23.72,Electronics,2023-03-13 07:00:00
Emma,37.0,170.43657021852613,Camera,9,3.4,4.83,Accessories,2023-03-13 08:00:00
Emma,47.0,107.90473528197354,Headphones,1,2.6,31.35,Accessories,2023-03-13 09:00:00
Fiona,36.0,401.16080540621215,Smartwatch,3,4.4,,Gadgets,2023-03-13 10:00:00
Hannah,56.0,314.1364176053518,Camera,1,,8.55,Gadgets,2023-03-13 11:00:00
Hannah,30.0,236.69240291098444,Laptop,3,3.6,4.24,Accessories,2023-03-13 12:00:00
Charlie,35.0,112.65475516217413,Laptop,14,1.8,1.98,Accessories,2023-03-13 13:00:00
Bob,40.0,170.45195520778,Smartwatch,14,1.4,1.59,Accessories,2023-03-13 14:00:00
Alice,63.0,480.12249623556664,Laptop,13,1.2,42.1,Accessories,2023-03-13 15:00:00
Fiona,50.0,262.444519114888,Laptop,1,2.7,36.38,Accessories,2023-03-13 16:00:00
Charlie,56.0,203.3461442154102,Headphones,15,1.7,10.11,Gadgets,2023-03-13 17:00:00
George,57.0,263.10391096242034,Headphones,7,5.0,45.86,Gadgets,2023-03-13 18:00:00
Bob,35.0,390.59931042030627,Headphones,16,4.2,6.77,Gadgets,2023-03-13 19:00:00
Bob,26.0,173.35392356892004,Camera,1,3.8,18.71,Gadgets,2023-03-13 20:00:00
Fiona,50.0,93.45952986164139,Smartwatch,15,4.2,22.61,Electronics,2023-03-13 21:00:00
David,49.0,294.54337857782866,Laptop,15,2.1,3.79,Accessories,2023-03-13 22:00:00
Alice,34.0,334.27603122312826,Tablet,19,4.5,17.37,Accessories,2023-03-13 23:00:00
Bob,36.0,357.7954114644821,Smartwatch,6,5.0,5.09,Gadgets,2023-03-14 00:00:00
Fiona,44.0,441.5838574292342,Tablet,6,2.2,39.49,Accessories,2023-03-14 01:00:00
Fiona,23.0,188.73118974111097,Laptop,1,4.9,2.34,Electronics,2023-03-14 02:00:00
Charlie,52.0,42.30067363330144,Phone,16,2.3,0.86,Electronics,2023-03-14 03:00:00
George,54.0,,Smartwatch,18,1.0,36.62,Electronics,2023-03-14 04:00:00
David,51.0,220.33090408155022,Camera,13,2.5,39.04,Gadgets,2023-03-14 05:00:00
Alice,37.0,313.5124672882,Tablet,12,5.0,24.78,Accessories,2023-03-14 06:00:00
Hannah,42.0,334.82113494850466,Smartwatch,18,3.5,15.89,Electronics,2023-03-14 07:00:00
Emma,21.0,275.52428580709574,Smartwatch,10,3.8,11.82,Electronics,2023-03-14 08:00:00
George,27.0,106.6024772194537,Headphones,14,2.0,5.85,Accessories,2023-03-14 09:00:00
George,27.0,378.79580980749,Phone,11,1.6,24.21,Accessories,2023-03-14 10:00:00
Charlie,41.0,402.8572272805204,Headphones,18,4.5,24.55,Electronics,2023-03-14 11:00:00
Hannah,38.0,278.7229150786327,Phone,12,2.7,22.8,Electronics,2023-03-14 12:00:00
Bob,28.0,246.83777448949658,Phone,17,1.0,,Accessories,2023-03-14 13:00:00
Bob,44.0,61.39940064835273,Camera,3,2.2,,Gadgets,2023-03-14 14:00:00
Charlie,33.0,46.556072442392995,Smartwatch,1,1.8,33.5,Accessories,2023-03-14 15:00:00
Fiona,43.0,173.08459855394673,Headphones,1,3.4,20.08,Gadgets,2023-03-14 16:00:00
Bob,47.0,158.86884698110967,Headphones,6,4.0,,Electronics,2023-03-14 17:00:00
David,66.0,477.05994322681926,Tablet,19,3.0,34.08,Gadgets,2023-03-14 18:00:00
Alice,33.0,392.89325750949774,Smartwatch,4,1.7,9.88,Gadgets,2023-03-14 19:00:00
George,24.0,331.6625261532347,Laptop,13,1.2,11.55,Electronics,2023-03-14 20:00:00
George,33.0,261.2358040637145,Laptop,12,2.3,49.93,Electronics,2023-03-14 21:00:00
David,52.0,87.84692770969241,Tablet,8,,44.43,Gadgets,2023-03-14 22:00:00
Hannah,33.0,489.33605273122055,Phone,7,2.7,34.86,Accessories,2023-03-14 23:00:00
Bob,57.0,190.64514562890398,Tablet,7,2.0,15.79,Accessories,2023-03-15 00:00:00
George,29.0,57.92817321138618,Tablet,7,1.1,26.84,Electronics,2023-03-15 01:00:00
Emma,52.0,249.4304533792943,Headphones,14,3.0,6.33,Electronics,2023-03-15 02:00:00
Hannah,66.0,437.6290157484762,Tablet,18,3.7,16.7,Accessories,2023-03-15 03:00:00
Alice,38.0,444.2090458797781,Phone,19,1.8,3.4,Accessories,2023-03-15 04:00:00
Alice,67.0,10.428128447941392,Laptop,19,3.1,,Electronics,2023-03-15 05:00:00
George,60.0,443.71639365194284,Camera,18,2.7,42.87,Accessories,2023-03-15 06:00:00
Charlie,53.0,139.38468766242997,Smartwatch,6,3.8,40.48,Gadgets,2023-03-15 07:00:00
Hannah,65.0,24.29132016436942,Tablet,16,4.4,42.8,Electronics,2023-03-15 08:00:00
George,34.0,424.6561838296228,Smartwatch,3,2.2,8.73,Gadgets,2023-03-15 09:00:00
Charlie,49.0,432.6140442141631,Tablet,2,4.6,32.5,Gadgets,2023-03-15 10:00:00
George,58.0,300.1343845219633,Smartwatch,15,3.8,47.84,Gadgets,2023-03-15 11:00:00
Emma,23.0,289.34470986169737,Headphones,11,1.1,39.16,Gadgets,2023-03-15 12:00:00
Hannah,41.0,407.4945349476026,Headphones,19,4.2,0.17,Accessories,2023-03-15 13:00:00
Fiona,44.0,394.2232285915885,Smartwatch,18,3.0,44.12,Electronics,2023-03-15 14:00:00
Alice,37.0,445.6022093541385,Tablet,11,4.8,35.29,Accessories,2023-03-15 15:00:00
George,42.0,278.6099865603682,Tablet,3,2.3,6.1,Gadgets,2023-03-15 16:00:00
Emma,19.0,483.9853109027403,Phone,4,3.4,15.69,Gadgets,2023-03-15 17:00:00
Charlie,26.0,498.0926813120025,Laptop,6,4.8,5.88,Gadgets,2023-03-15 18:00:00
Charlie,45.0,62.68958194932313,Laptop,12,2.1,36.49,Gadgets,2023-03-15 19:00:00
Alice,55.0,425.52416097929046,Camera,4,2.9,0.18,Electronics,2023-03-15 20:00:00
David,20.0,252.41201758555155,Laptop,12,4.0,23.23,Electronics,2023-03-15 21:00:00
George,37.0,196.8453374584169,Camera,4,3.8,49.99,Electronics,2023-03-15 22:00:00
Hannah,23.0,308.4707933919439,Headphones,2,4.4,42.56,Gadgets,2023-03-15 23:00:00
Bob,56.0,32.702950844693476,Camera,12,3.1,29.36,Gadgets,2023-03-16 00:00:00
Charlie,50.0,255.69825378970455,Camera,13,2.3,34.7,Electronics,2023-03-16 01:00:00
Hannah,,436.0908321632,Laptop,16,3.1,30.18,Electronics,2023-03-16 02:00:00
Hannah,54.0,110.66345048878955,Tablet,4,2.4,40.54,Electronics,2023-03-16 03:00:00
Fiona,23.0,216.06299791086545,Headphones,8,1.7,44.3,Accessories,2023-03-16 04:00:00
Hannah,62.0,470.0430394188634,Phone,5,3.2,38.33,Gadgets,2023-03-16 05:00:00
Hannah,51.0,217.13909971382014,Camera,14,1.2,9.1,Electronics,2023-03-16 06:00:00
Fiona,,182.39197800453718,Camera,15,1.1,18.63,Electronics,2023-03-16 07:00:00
Charlie,32.0,223.06564082107224,Smartwatch,11,1.3,39.22,Gadgets,2023-03-16 08:00:00
